Hole_Id,Depth_From,Depth_To,Bond_Work,Abression,Rodmill_In,Drop_Weigh,RQD,AxB,X,Y,Z,Depth_max
KRED301A,36.20,51.00,19.60,0.02,4.00,6.10,16.00,0.24,530014.31,8714405.39,1331.08,181.50
KRED301A,51.00,55.00,13.30,0.75,17.90,10.30,72.00,40.00,530014.31,8714405.39,1331.08,181.50
KRED301A,55.00,65.50,14.30,0.78,18.90,11.30,70.00,41.10,530014.31,8714405.39,1331.08,181.50
KRED301A,65.50,81.00,14.30,0.78,18.90,11.30,70.00,41.10,530014.31,8714405.39,1331.08,181.50
KRED301A,81.00,91.50,14.30,0.78,18.90,11.30,70.00,41.10,530014.31,8714405.39,1331.08,181.50
KRED301A,91.50,122.50,10.30,0.32,13.70,21.00,45.00,0.67,530014.31,8714405.39,1331.08,181.50
KRED301A,122.50,128.00,12.00,0.02,13.80,16.00,54.74,0.32,530014.31,8714405.39,1331.08,181.50
KRED301A,128.00,141.20,12.00,0.02,13.80,16.00,54.74,0.32,530014.31,8714405.39,1331.08,181.50
KRED301A,141.20,145.50,12.00,0.02,13.80,16.00,54.74,0.32,530014.31,8714405.39,1331.08,181.50
KRED301A,145.50,152.00,12.00,0.02,13.80,16.00,54.74,0.32,530014.31,8714405.39,1331.08,181.50
KRED301A,152.00,154.00,12.00,0.02,13.80,16.00,54.74,0.32,530014.31,8714405.39,1331.08,181.50
KRED301A,154.00,171.00,14.30,0.78,18.90,11.30,70.00,41.10,530014.31,8714405.39,1331.08,181.50
KRED301A,171.00,173.00,14.30,0.78,18.90,11.30,70.00,41.10,530014.31,8714405.39,1331.08,181.50
KRED301A,173.00,174.30,14.30,0.78,18.90,11.30,70.00,41.10,530014.31,8714405.39,1331.08,181.50
KRED301A,174.30,176.40,14.30,0.78,18.90,11.30,70.00,41.10,530014.31,8714405.39,1331.08,181.50
KRED301A,176.40,181.50,14.30,0.78,18.90,11.30,70.00,41.10,530014.31,8714405.39,1331.08,181.50
KRED302,0.00,9.40,0.00,0.00,0.00,0.00,0.00,0.00,530053.67,8714372.38,1330.94,157.00
KRED302,9.40,15.80,7.00,0.00,12.00,0.02,36.33,29.10,530053.67,8714372.38,1330.94,157.00
KRED302,15.80,21.50,7.00,0.00,12.00,0.02,36.33,29.10,530053.67,8714372.38,1330.94,157.00
KRED302,21.50,30.50,7.00,0.00,12.00,0.02,36.33,29.10,530053.67,8714372.38,1330.94,157.00
KRED302,30.50,32.00,7.00,0.00,12.00,0.02,36.33,29.10,530053.67,8714372.38,1330.94,157.00
KRED302,32.00,45.50,7.00,0.00,12.00,0.02,36.33,29.10,530053.67,8714372.38,1330.94,157.00
KRED302,45.50,48.70,14.30,0.78,18.90,11.30,70.00,41.10,530053.67,8714372.38,1330.94,157.00
KRED302,48.70,52.40,14.30,0.78,18.90,11.30,70.00,41.10,530053.67,8714372.38,1330.94,157.00
KRED302,52.40,52.60,14.30,0.78,18.90,11.30,70.00,41.10,530053.67,8714372.38,1330.94,157.00
KRED302,52.60,58.00,10.30,0.32,13.70,21.00,45.00,0.67,530053.67,8714372.38,1330.94,157.00
KRED302,58.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,530053.67,8714372.38,1330.94,157.00
KRED302,60.00,81.20,10.30,0.32,13.70,21.00,45.00,0.67,530053.67,8714372.38,1330.94,157.00
KRED302,81.20,85.20,12.00,0.02,13.80,16.00,54.74,0.32,530053.67,8714372.38,1330.94,157.00
KRED302,85.20,98.00,12.00,0.02,13.80,16.00,54.74,0.32,530053.67,8714372.38,1330.94,157.00
KRED302,98.00,100.10,12.00,0.02,13.80,16.00,54.74,0.32,530053.67,8714372.38,1330.94,157.00
KRED302,100.10,105.30,12.00,0.02,13.80,16.00,54.74,0.32,530053.67,8714372.38,1330.94,157.00
KRED302,105.30,114.70,12.00,0.02,13.80,16.00,54.74,0.32,530053.67,8714372.38,1330.94,157.00
KRED302,114.70,117.30,12.00,0.02,13.80,16.00,54.74,0.32,530053.67,8714372.38,1330.94,157.00
KRED302,117.30,117.70,12.80,0.15,14.20,12.80,41.68,11.70,530053.67,8714372.38,1330.94,157.00
KRED302,117.70,120.50,12.00,0.02,13.80,16.00,54.74,0.32,530053.67,8714372.38,1330.94,157.00
KRED302,120.50,123.70,15.30,0.03,8.90,6.70,61.00,0.71,530053.67,8714372.38,1330.94,157.00
KRED302,123.70,125.50,15.30,0.03,8.90,6.70,61.00,0.71,530053.67,8714372.38,1330.94,157.00
KRED302,125.50,127.20,15.30,0.03,8.90,6.70,61.00,0.71,530053.67,8714372.38,1330.94,157.00
KRED302,127.20,131.00,12.00,0.02,13.80,16.00,54.74,0.32,530053.67,8714372.38,1330.94,157.00
KRED302,131.00,131.50,0.00,0.00,0.00,0.00,0.00,0.00,530053.67,8714372.38,1330.94,157.00
KRED302,131.50,131.90,12.00,0.02,13.80,16.00,54.74,0.32,530053.67,8714372.38,1330.94,157.00
KRED302,131.90,138.60,19.60,0.02,4.00,6.10,16.00,0.24,530053.67,8714372.38,1330.94,157.00
KRED302,138.60,139.00,19.60,0.02,4.00,6.10,16.00,0.24,530053.67,8714372.38,1330.94,157.00
KRED302,139.00,142.00,14.30,0.78,18.90,11.30,70.00,41.10,530053.67,8714372.38,1330.94,157.00
KRED302,142.00,143.50,7.00,0.00,12.00,0.02,36.33,29.10,530053.67,8714372.38,1330.94,157.00
KRED302,143.50,149.50,7.00,0.00,12.00,0.02,36.33,29.10,530053.67,8714372.38,1330.94,157.00
KRED302,149.50,152.00,14.30,0.78,18.90,11.30,70.00,41.10,530053.67,8714372.38,1330.94,157.00
KRED302,152.00,157.00,7.00,0.00,12.00,0.02,36.33,29.10,530053.67,8714372.38,1330.94,157.00
KRED303,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,530105.75,8714329.18,1330.76,114.00
KRED303,6.00,10.50,10.30,0.32,13.70,21.00,45.00,0.67,530105.75,8714329.18,1330.76,114.00
KRED303,10.50,18.00,10.30,0.32,13.70,21.00,45.00,0.67,530105.75,8714329.18,1330.76,114.00
KRED303,18.00,28.00,10.30,0.32,13.70,21.00,45.00,0.67,530105.75,8714329.18,1330.76,114.00
KRED303,28.00,35.50,12.00,0.02,13.80,16.00,54.74,0.32,530105.75,8714329.18,1330.76,114.00
KRED303,35.50,49.50,12.00,0.02,13.80,16.00,54.74,0.32,530105.75,8714329.18,1330.76,114.00
KRED303,49.50,54.30,12.00,0.02,13.80,16.00,54.74,0.32,530105.75,8714329.18,1330.76,114.00
KRED303,54.30,63.90,12.00,0.02,13.80,16.00,54.74,0.32,530105.75,8714329.18,1330.76,114.00
KRED303,63.90,65.80,12.00,0.02,13.80,16.00,54.74,0.32,530105.75,8714329.18,1330.76,114.00
KRED303,65.80,66.30,12.80,0.15,14.20,12.80,41.68,11.70,530105.75,8714329.18,1330.76,114.00
KRED303,66.30,69.75,12.00,0.02,13.80,16.00,54.74,0.32,530105.75,8714329.18,1330.76,114.00
KRED303,69.75,72.30,15.30,0.03,8.90,6.70,61.00,0.71,530105.75,8714329.18,1330.76,114.00
KRED303,72.30,73.50,15.30,0.03,8.90,6.70,61.00,0.71,530105.75,8714329.18,1330.76,114.00
KRED303,73.50,75.20,15.30,0.03,8.90,6.70,61.00,0.71,530105.75,8714329.18,1330.76,114.00
KRED303,75.20,78.30,12.00,0.02,13.80,16.00,54.74,0.32,530105.75,8714329.18,1330.76,114.00
KRED303,78.30,84.75,19.60,0.02,4.00,6.10,16.00,0.24,530105.75,8714329.18,1330.76,114.00
KRED303,84.75,93.40,14.30,0.78,18.90,11.30,70.00,41.10,530105.75,8714329.18,1330.76,114.00
KRED303,93.40,94.70,14.30,0.78,18.90,11.30,70.00,41.10,530105.75,8714329.18,1330.76,114.00
KRED303,94.70,114.00,7.00,0.00,12.00,0.02,36.33,29.10,530105.75,8714329.18,1330.76,114.00
KRED304,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,530119.97,8714447.02,1330.36,194.00
KRED304,9.00,26.10,7.00,0.00,12.00,0.02,36.33,29.10,530119.97,8714447.02,1330.36,194.00
KRED304,26.10,30.80,14.30,0.78,18.90,11.30,70.00,41.10,530119.97,8714447.02,1330.36,194.00
KRED304,30.80,40.70,7.00,0.00,12.00,0.02,36.33,29.10,530119.97,8714447.02,1330.36,194.00
KRED304,40.70,46.50,7.00,0.00,12.00,0.02,36.33,29.10,530119.97,8714447.02,1330.36,194.00
KRED304,46.50,72.00,10.30,0.32,13.70,21.00,45.00,0.67,530119.97,8714447.02,1330.36,194.00
KRED304,72.00,76.75,12.00,0.02,13.80,16.00,54.74,0.32,530119.97,8714447.02,1330.36,194.00
KRED304,76.75,92.90,12.00,0.02,13.80,16.00,54.74,0.32,530119.97,8714447.02,1330.36,194.00
KRED304,92.90,98.10,12.00,0.02,13.80,16.00,54.74,0.32,530119.97,8714447.02,1330.36,194.00
KRED304,98.10,107.30,12.00,0.02,13.80,16.00,54.74,0.32,530119.97,8714447.02,1330.36,194.00
KRED304,107.30,109.75,12.00,0.02,13.80,16.00,54.74,0.32,530119.97,8714447.02,1330.36,194.00
KRED304,109.75,113.00,12.80,0.15,14.20,12.80,41.68,11.70,530119.97,8714447.02,1330.36,194.00
KRED304,113.00,113.80,12.00,0.02,13.80,16.00,54.74,0.32,530119.97,8714447.02,1330.36,194.00
KRED304,113.80,115.70,14.30,0.78,18.90,11.30,70.00,41.10,530119.97,8714447.02,1330.36,194.00
KRED304,115.70,119.50,14.30,0.78,18.90,11.30,70.00,41.10,530119.97,8714447.02,1330.36,194.00
KRED304,119.50,126.50,14.30,0.78,18.90,11.30,70.00,41.10,530119.97,8714447.02,1330.36,194.00
KRED304,126.50,127.80,14.30,0.78,18.90,11.30,70.00,41.10,530119.97,8714447.02,1330.36,194.00
KRED304,127.80,131.50,14.30,0.78,18.90,11.30,70.00,41.10,530119.97,8714447.02,1330.36,194.00
KRED304,131.50,134.40,14.30,0.78,18.90,11.30,70.00,41.10,530119.97,8714447.02,1330.36,194.00
KRED304,134.40,147.40,14.30,0.78,18.90,11.30,70.00,41.10,530119.97,8714447.02,1330.36,194.00
KRED304,147.40,151.20,7.00,0.00,12.00,0.02,36.33,29.10,530119.97,8714447.02,1330.36,194.00
KRED304,151.20,160.00,14.30,0.78,18.90,11.30,70.00,41.10,530119.97,8714447.02,1330.36,194.00
KRED305A,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,530172.43,8714402.34,1330.24,120.50
KRED305A,7.50,24.00,10.30,0.32,13.70,21.00,45.00,0.67,530172.43,8714402.34,1330.24,120.50
KRED305A,24.00,29.30,12.00,0.02,13.80,16.00,54.74,0.32,530172.43,8714402.34,1330.24,120.50
KRED305A,29.30,39.80,12.00,0.02,13.80,16.00,54.74,0.32,530172.43,8714402.34,1330.24,120.50
KRED305A,39.80,46.30,12.00,0.02,13.80,16.00,54.74,0.32,530172.43,8714402.34,1330.24,120.50
KRED305A,46.30,54.30,12.00,0.02,13.80,16.00,54.74,0.32,530172.43,8714402.34,1330.24,120.50
KRED305A,54.30,56.50,12.00,0.02,13.80,16.00,54.74,0.32,530172.43,8714402.34,1330.24,120.50
KRED305A,56.50,59.00,12.80,0.15,14.20,12.80,41.68,11.70,530172.43,8714402.34,1330.24,120.50
KRED305A,59.00,60.00,12.00,0.02,13.80,16.00,54.74,0.32,530172.43,8714402.34,1330.24,120.50
KRED305A,60.00,67.80,15.30,0.03,8.90,6.70,61.00,0.71,530172.43,8714402.34,1330.24,120.50
KRED305A,67.80,69.30,15.30,0.03,8.90,6.70,61.00,0.71,530172.43,8714402.34,1330.24,120.50
KRED305A,69.30,74.00,12.00,0.02,13.80,16.00,54.74,0.32,530172.43,8714402.34,1330.24,120.50
KRED305A,74.00,81.50,19.60,0.02,4.00,6.10,16.00,0.24,530172.43,8714402.34,1330.24,120.50
KRED305A,81.50,83.00,14.30,0.78,18.90,11.30,70.00,41.10,530172.43,8714402.34,1330.24,120.50
KRED305A,83.00,89.00,7.00,0.00,12.00,0.02,36.33,29.10,530172.43,8714402.34,1330.24,120.50
KRED305A,89.00,99.50,7.00,0.00,12.00,0.02,36.33,29.10,530172.43,8714402.34,1330.24,120.50
KRED305A,99.50,114.40,7.00,0.00,12.00,0.02,36.33,29.10,530172.43,8714402.34,1330.24,120.50
KRED305A,114.40,116.00,7.00,0.00,12.00,0.02,36.33,29.10,530172.43,8714402.34,1330.24,120.50
KRED305A,116.00,120.50,7.00,0.00,12.00,0.02,36.33,29.10,530172.43,8714402.34,1330.24,120.50
KRED306,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,529930.40,8714345.39,1331.81,221.00
KRED306,11.00,72.60,19.60,0.02,4.00,6.10,16.00,0.24,529930.40,8714345.39,1331.81,221.00
KRED306,72.60,74.20,13.30,0.75,17.90,10.30,72.00,40.00,529930.40,8714345.39,1331.81,221.00
KRED306,74.20,77.20,13.30,0.75,17.90,10.30,72.00,40.00,529930.40,8714345.39,1331.81,221.00
KRED306,77.20,91.30,13.30,0.75,17.90,10.30,72.00,40.00,529930.40,8714345.39,1331.81,221.00
KRED306,91.30,93.50,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,93.50,109.20,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,109.20,111.50,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,111.50,118.30,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,118.30,126.80,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,126.80,128.00,7.00,0.00,12.00,0.02,36.33,29.10,529930.40,8714345.39,1331.81,221.00
KRED306,128.00,141.20,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,141.20,149.40,7.00,0.00,12.00,0.02,36.33,29.10,529930.40,8714345.39,1331.81,221.00
KRED306,149.40,156.50,7.00,0.00,12.00,0.02,36.33,29.10,529930.40,8714345.39,1331.81,221.00
KRED306,156.50,158.60,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,158.60,161.00,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,161.00,161.80,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,161.80,164.60,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,164.60,166.60,7.00,0.00,12.00,0.02,36.33,29.10,529930.40,8714345.39,1331.81,221.00
KRED306,166.60,171.50,7.00,0.00,12.00,0.02,36.33,29.10,529930.40,8714345.39,1331.81,221.00
KRED306,171.50,176.60,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,176.60,178.60,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,178.60,192.70,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,192.70,194.00,7.00,0.00,12.00,0.02,36.33,29.10,529930.40,8714345.39,1331.81,221.00
KRED306,194.00,200.00,7.00,0.00,12.00,0.02,36.33,29.10,529930.40,8714345.39,1331.81,221.00
KRED306,200.00,211.30,14.30,0.78,18.90,11.30,70.00,41.10,529930.40,8714345.39,1331.81,221.00
KRED306,211.30,221.00,7.00,0.00,12.00,0.02,36.33,29.10,529930.40,8714345.39,1331.81,221.00
KRED307,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,530157.82,8714464.46,1330.20,123.50
KRED307,14.00,25.00,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,25.00,27.00,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,27.00,42.00,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,42.00,47.90,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,47.90,58.00,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,58.00,69.50,10.30,0.32,13.70,21.00,45.00,0.67,530157.82,8714464.46,1330.20,123.50
KRED307,69.50,71.20,10.30,0.32,13.70,21.00,45.00,0.67,530157.82,8714464.46,1330.20,123.50
KRED307,71.20,74.00,14.30,0.25,16.90,11.30,69.00,20.00,530157.82,8714464.46,1330.20,123.50
KRED307,74.00,77.00,14.30,0.25,16.90,11.30,69.00,20.00,530157.82,8714464.46,1330.20,123.50
KRED307,77.00,89.80,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,89.80,96.50,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,96.50,101.50,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,101.50,106.80,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,106.80,109.40,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,109.40,112.00,14.30,0.78,18.90,11.30,70.00,41.10,530157.82,8714464.46,1330.20,123.50
KRED307,112.00,113.00,7.00,0.00,12.00,0.02,36.33,29.10,530157.82,8714464.46,1330.20,123.50
KRED307,113.00,123.50,7.00,0.00,12.00,0.02,36.33,29.10,530157.82,8714464.46,1330.20,123.50
KRED308,0.00,11.50,0.00,0.00,0.00,0.00,0.00,0.00,529978.26,8714304.95,1331.74,163.50
KRED308,11.50,21.00,13.30,0.75,17.90,10.30,72.00,40.00,529978.26,8714304.95,1331.74,163.50
KRED308,21.00,24.50,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,24.50,28.00,13.30,0.75,17.90,10.30,72.00,40.00,529978.26,8714304.95,1331.74,163.50
KRED308,28.00,34.50,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,34.50,54.50,13.30,0.75,17.90,10.30,72.00,40.00,529978.26,8714304.95,1331.74,163.50
KRED308,54.50,59.50,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,59.50,64.10,13.30,0.75,17.90,10.30,72.00,40.00,529978.26,8714304.95,1331.74,163.50
KRED308,64.10,71.70,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,71.70,77.00,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,77.00,79.40,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,79.40,100.50,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,100.50,108.20,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,108.20,111.00,7.00,0.00,12.00,0.02,36.33,29.10,529978.26,8714304.95,1331.74,163.50
KRED308,111.00,134.40,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,134.40,138.50,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,138.50,140.00,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,140.00,142.20,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,142.20,145.50,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,145.50,148.50,7.00,0.00,12.00,0.02,36.33,29.10,529978.26,8714304.95,1331.74,163.50
KRED308,148.50,159.50,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED308,159.50,163.50,14.30,0.78,18.90,11.30,70.00,41.10,529978.26,8714304.95,1331.74,163.50
KRED309,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,530218.39,8714464.69,1329.91,127.00
KRED309,12.00,72.00,10.30,0.32,13.70,21.00,45.00,0.67,530218.39,8714464.69,1329.91,127.00
KRED309,72.00,73.50,14.30,0.25,16.90,11.30,69.00,20.00,530218.39,8714464.69,1329.91,127.00
KRED309,73.50,79.60,7.00,0.00,12.00,0.02,36.33,29.10,530218.39,8714464.69,1329.91,127.00
KRED309,79.60,84.00,7.00,0.00,12.00,0.02,36.33,29.10,530218.39,8714464.69,1329.91,127.00
KRED309,84.00,90.50,7.00,0.00,12.00,0.02,36.33,29.10,530218.39,8714464.69,1329.91,127.00
KRED309,90.50,97.00,7.00,0.00,12.00,0.02,36.33,29.10,530218.39,8714464.69,1329.91,127.00
KRED309,97.00,104.50,7.00,0.00,12.00,0.02,36.33,29.10,530218.39,8714464.69,1329.91,127.00
KRED309,104.50,109.10,7.00,0.00,12.00,0.02,36.33,29.10,530218.39,8714464.69,1329.91,127.00
KRED309,109.10,112.30,7.00,0.00,12.00,0.02,36.33,29.10,530218.39,8714464.69,1329.91,127.00
KRED309,112.30,127.00,14.30,0.78,18.90,11.30,70.00,41.10,530218.39,8714464.69,1329.91,127.00
KRED310,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,530283.16,8714466.61,1329.89,180.00
KRED310,11.00,17.30,14.30,0.25,16.90,11.30,69.00,20.00,530283.16,8714466.61,1329.89,180.00
KRED310,17.30,19.00,10.30,0.32,13.70,21.00,45.00,0.67,530283.16,8714466.61,1329.89,180.00
KRED310,19.00,25.00,14.30,0.25,16.90,11.30,69.00,20.00,530283.16,8714466.61,1329.89,180.00
KRED310,25.00,35.00,14.30,0.25,16.90,11.30,69.00,20.00,530283.16,8714466.61,1329.89,180.00
KRED310,35.00,41.80,14.30,0.78,18.90,11.30,70.00,41.10,530283.16,8714466.61,1329.89,180.00
KRED310,41.80,47.90,14.30,0.78,18.90,11.30,70.00,41.10,530283.16,8714466.61,1329.89,180.00
KRED310,47.90,50.40,7.00,0.00,12.00,0.02,36.33,29.10,530283.16,8714466.61,1329.89,180.00
KRED310,50.40,63.50,14.30,0.78,18.90,11.30,70.00,41.10,530283.16,8714466.61,1329.89,180.00
KRED310,63.50,66.00,7.00,0.00,12.00,0.02,36.33,29.10,530283.16,8714466.61,1329.89,180.00
KRED310,66.00,66.70,14.30,0.78,18.90,11.30,70.00,41.10,530283.16,8714466.61,1329.89,180.00
KRED310,66.70,69.50,14.30,0.78,18.90,11.30,70.00,41.10,530283.16,8714466.61,1329.89,180.00
KRED310,69.50,83.60,13.30,0.75,17.90,10.30,72.00,40.00,530283.16,8714466.61,1329.89,180.00
KRED310,83.60,86.50,19.60,0.02,4.00,6.10,16.00,0.24,530283.16,8714466.61,1329.89,180.00
KRED310,86.50,91.80,12.00,0.02,13.80,16.00,54.74,0.32,530283.16,8714466.61,1329.89,180.00
KRED310,91.80,95.00,15.30,0.03,8.90,6.70,61.00,0.71,530283.16,8714466.61,1329.89,180.00
KRED310,95.00,95.50,15.30,0.03,8.90,6.70,61.00,0.71,530283.16,8714466.61,1329.89,180.00
KRED310,95.50,100.00,15.30,0.03,8.90,6.70,61.00,0.71,530283.16,8714466.61,1329.89,180.00
KRED310,100.00,102.20,12.00,0.02,13.80,16.00,54.74,0.32,530283.16,8714466.61,1329.89,180.00
KRED310,102.20,103.80,12.80,0.15,14.20,12.80,41.68,11.70,530283.16,8714466.61,1329.89,180.00
KRED310,103.80,105.60,12.00,0.02,13.80,16.00,54.74,0.32,530283.16,8714466.61,1329.89,180.00
KRED310,105.60,117.20,12.00,0.02,13.80,16.00,54.74,0.32,530283.16,8714466.61,1329.89,180.00
KRED310,117.20,121.00,12.00,0.02,13.80,16.00,54.74,0.32,530283.16,8714466.61,1329.89,180.00
KRED310,121.00,123.50,12.00,0.02,13.80,16.00,54.74,0.32,530283.16,8714466.61,1329.89,180.00
KRED310,123.50,126.00,14.30,0.78,18.90,11.30,70.00,41.10,530283.16,8714466.61,1329.89,180.00
KRED310,126.00,127.70,7.00,0.00,12.00,0.02,36.33,29.10,530283.16,8714466.61,1329.89,180.00
KRED310,127.70,132.00,7.00,0.00,12.00,0.02,36.33,29.10,530283.16,8714466.61,1329.89,180.00
KRED310,132.00,136.10,14.30,0.78,18.90,11.30,70.00,41.10,530283.16,8714466.61,1329.89,180.00
KRED310,136.10,143.40,7.00,0.00,12.00,0.02,36.33,29.10,530283.16,8714466.61,1329.89,180.00
KRED310,143.40,145.20,14.30,0.78,18.90,11.30,70.00,41.10,530283.16,8714466.61,1329.89,180.00
KRED310,145.20,156.00,7.00,0.00,12.00,0.02,36.33,29.10,530283.16,8714466.61,1329.89,180.00
KRED310,156.00,171.30,14.30,0.78,18.90,11.30,70.00,41.10,530283.16,8714466.61,1329.89,180.00
KRED310,171.30,180.00,7.00,0.00,12.00,0.02,36.33,29.10,530283.16,8714466.61,1329.89,180.00
KRED311,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00,530034.85,8714261.43,1331.27,128.50
KRED311,9.50,28.50,7.00,0.00,12.00,0.02,36.33,29.10,530034.85,8714261.43,1331.27,128.50
KRED311,28.50,30.70,14.30,0.78,18.90,11.30,70.00,41.10,530034.85,8714261.43,1331.27,128.50
KRED311,30.70,45.50,10.30,0.32,13.70,21.00,45.00,0.67,530034.85,8714261.43,1331.27,128.50
KRED311,45.50,52.00,12.00,0.02,13.80,16.00,54.74,0.32,530034.85,8714261.43,1331.27,128.50
KRED311,52.00,59.20,12.00,0.02,13.80,16.00,54.74,0.32,530034.85,8714261.43,1331.27,128.50
KRED311,59.20,64.30,12.00,0.02,13.80,16.00,54.74,0.32,530034.85,8714261.43,1331.27,128.50
KRED311,64.30,76.80,12.00,0.02,13.80,16.00,54.74,0.32,530034.85,8714261.43,1331.27,128.50
KRED311,76.80,79.20,12.00,0.02,13.80,16.00,54.74,0.32,530034.85,8714261.43,1331.27,128.50
KRED311,79.20,81.60,12.80,0.15,14.20,12.80,41.68,11.70,530034.85,8714261.43,1331.27,128.50
KRED311,81.60,84.25,12.00,0.02,13.80,16.00,54.74,0.32,530034.85,8714261.43,1331.27,128.50
KRED311,84.25,85.40,15.30,0.03,8.90,6.70,61.00,0.71,530034.85,8714261.43,1331.27,128.50
KRED311,85.40,88.80,15.30,0.03,8.90,6.70,61.00,0.71,530034.85,8714261.43,1331.27,128.50
KRED311,88.80,91.00,12.00,0.02,13.80,16.00,54.74,0.32,530034.85,8714261.43,1331.27,128.50
KRED311,91.00,92.50,12.00,0.02,13.80,16.00,54.74,0.32,530034.85,8714261.43,1331.27,128.50
KRED311,92.50,94.00,12.00,0.02,13.80,16.00,54.74,0.32,530034.85,8714261.43,1331.27,128.50
KRED311,94.00,98.50,19.60,0.02,4.00,6.10,16.00,0.24,530034.85,8714261.43,1331.27,128.50
KRED311,98.50,106.50,7.00,0.00,12.00,0.02,36.33,29.10,530034.85,8714261.43,1331.27,128.50
KRED311,106.50,128.50,14.30,0.78,18.90,11.30,70.00,41.10,530034.85,8714261.43,1331.27,128.50
KRED312A,0.00,14.50,0.00,0.00,0.00,0.00,0.00,0.00,530161.72,8714566.30,1330.02,126.00
KRED312A,14.50,44.75,7.00,0.00,12.00,0.02,36.33,29.10,530161.72,8714566.30,1330.02,126.00
KRED312A,44.75,46.30,7.00,0.00,12.00,0.02,36.33,29.10,530161.72,8714566.30,1330.02,126.00
KRED312A,46.30,64.80,7.00,0.00,12.00,0.02,36.33,29.10,530161.72,8714566.30,1330.02,126.00
